 740 	 9 	 0 	 13.800000 	 23.026667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.800000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 740 	 9 	 0 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 741 	 9 	 1 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
 742 	 9 	 2 	 13.900000 	 23.136667
